id,user_stage,direction,goal,timeline,experience,available_days,difficulty,previous_goals_count,completed_goals_count,pathway_type,total_duration,num_phases,total_steps
RIPPLE_0388,University Student,Get a Job,Cybersecurity Analyst,1 Month,Beginner (No prior background),Tue;Thu;Sat;Sun,Hard,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0389,High School,Start Working,Entry-level Internship,1 Week,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri;Sat,Intensive,3,1,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0390,Entrepreneur,Grow My Business,Scale Revenue by 50%,6 Months,Beginner (Basic theory / introductory coursework),Mon;Tue;Wed;Thu;Fri,Hard,3,3,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0391,University Student,Get a Job,UI/UX Design,6 Months,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri;Sat;Sun,Intensive,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0392,Just Graduated,Freelance,Full-time Freelance Agency,1 Week,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Hard,3,3,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0393,Entrepreneur,Find Investors,Raise $250k Pre-Seed,6 Months,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri,Hard,2,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0394,Just Graduated,Freelance,Content Creation & Personal Brand,3 Months,Beginner (Basic theory / introductory coursework),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Moderate,2,2,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0395,Building My Own Thing,Small Business,Local Service Agency Launch,1 Week,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri,Easy,3,1,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0396,Entrepreneur,Find Investors,Create Investor Pitch Deck & Data Room,3 Months,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri,Easy,2,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0397,High School,Learn a Skill,Full-Stack Web Basics,1 Month,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri;Sat,Intensive,2,1,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0398,Entrepreneur,Grow My Business,Product Hunt Launch to #1 Product of Day,1 Week,Beginner (No prior background),Mon;Wed;Fri;Sat,Hard,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0399,Entrepreneur,Find Investors,Create Investor Pitch Deck & Data Room,6 Months,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri;Sat,Easy,1,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0400,Working,Grow in My Career,Lead Cross-Functional Team,3 Months,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri;Sat,Hard,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0401,Entrepreneur,Grow My Business,Scale Revenue by 50%,3 Months,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri,Moderate,1,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0402,Entrepreneur,Grow My Business,Hire First 3 Core Engineers,3 Months,Beginner (No prior background),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Hard,1,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0403,Entrepreneur,Find Investors,Create Investor Pitch Deck & Data Room,6 Months,Beginner (No prior background),Mon;Wed;Fri;Sat,Hard,1,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0404,High School,University,Scholarship Strategy,6 Months,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri,Easy,2,2,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0405,Building My Own Thing,Small Business,Local Service Agency Launch,1 Week,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Hard,2,1,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0406,Working,Grow in My Career,Lead Cross-Functional Team,1 Month,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri,Easy,1,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0407,Building My Own Thing,Startup,B2B SaaS to First 10 Customers,1 Month,Intermediate (1-2 years relevant experience),Mon;Wed;Fri;Sat,Easy,3,3,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0408,University Student,Get a Job,Software Engineering,1 Month,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Easy,1,1,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0409,Working,Better Work-Life Balance,Deep Work Systems & Burnout Recovery,3 Months,Beginner (No prior background),Mon;Wed;Fri,Intensive,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0410,Changing Careers,Switch Industry,Data Science Career Pivot,1 Week,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri,Easy,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0411,High School,Start Working,Entry-level Internship,3 Months,Intermediate (Built 1-2 small projects / self-taught),Tue;Thu;Sat;Sun,Easy,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0412,Working,Change Careers,Transition to Product Management,1 Month,Beginner (Basic theory / introductory coursework),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Intensive,2,2,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0413,Changing Careers,Switch Industry,Software Engineering Bootcamp to Job,1 Week,Beginner (No prior background),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Intensive,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0414,High School,University,Scholarship Strategy,3 Months,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri,Intensive,1,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0415,Just Graduated,Freelance,Content Creation & Personal Brand,1 Month,Beginner (No prior background),Mon;Wed;Fri,Moderate,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0416,Entrepreneur,Grow My Business,Product Hunt Launch to #1 Product of Day,1 Week,Intermediate (Built 1-2 small projects / self-taught),Tue;Thu;Sat;Sun,Easy,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0417,Just Graduated,Freelance,Content Creation & Personal Brand,3 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri,Moderate,1,1,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0418,Just Graduated,Higher Studies,Scholarship Hunt,6 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri,Hard,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0419,Changing Careers,Learn New Skills,Cloud & DevOps (AWS/Docker),6 Months,Beginner (Basic theory / introductory coursework),Tue;Thu;Sat;Sun,Easy,1,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0420,Entrepreneur,Grow My Business,Scale Revenue by 50%,3 Months,Intermediate (1-2 years relevant experience),Sat;Sun,Intensive,2,2,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0421,Building My Own Thing,Startup,Mobile App with 10k Downloads,1 Month,"Advanced (3+ years experience, looking to level up)",Tue;Thu;Sat;Sun,Moderate,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0422,Building My Own Thing,Startup,B2B SaaS to First 10 Customers,1 Week,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri;Sat;Sun,Intensive,1,1,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0423,Building My Own Thing,Startup,Mobile App with 10k Downloads,6 Months,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri;Sat,Hard,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0424,Working,Higher Salary,Market Benchmark & Negotiation,1 Month,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri;Sat;Sun,Moderate,1,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0425,Just Graduated,Freelance,Full-time Freelance Agency,6 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri;Sat,Easy,3,2,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0426,Building My Own Thing,Startup,AI Micro-SaaS Launch,3 Months,Intermediate (1-2 years relevant experience),Sat;Sun,Intensive,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0427,University Student,Build a Startup,Launch MVP on Campus,3 Months,Intermediate (Built 1-2 small projects / self-taught),Sat;Sun,Moderate,3,3,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0428,Entrepreneur,Grow My Business,Hire First 3 Core Engineers,6 Months,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri;Sat;Sun,Easy,1,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0429,Just Graduated,Find a Job,Digital Marketing Specialist,3 Months,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri;Sat,Moderate,1,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0430,Building My Own Thing,Startup,Mobile App with 10k Downloads,3 Months,Beginner (No prior background),Mon;Wed;Fri,Intensive,3,3,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0431,Just Graduated,Freelance,Full-time Freelance Agency,1 Month,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri;Sat;Sun,Easy,1,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0432,High School,University,Scholarship Strategy,6 Months,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri,Easy,2,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0433,Entrepreneur,Grow My Business,Scale Revenue by 50%,1 Month,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Moderate,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0434,Building My Own Thing,Small Business,E-commerce Brand to $5k MRR,3 Months,Intermediate (1-2 years relevant experience),Mon;Wed;Fri;Sat,Easy,3,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0435,Just Graduated,Freelance,Content Creation & Personal Brand,1 Month,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri;Sat,Easy,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0436,University Student,Freelance,Earn First $1k Freelancing,1 Month,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri,Easy,3,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0437,Building My Own Thing,Small Business,E-commerce Brand to $5k MRR,6 Months,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Hard,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0438,Working,Change Careers,Transition from QA to Dev,6 Months,Beginner (Basic theory / introductory coursework),Tue;Thu;Sat;Sun,Easy,3,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0439,Changing Careers,Switch Industry,Data Science Career Pivot,1 Week,Intermediate (1-2 years relevant experience),Mon;Wed;Fri,Moderate,2,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0440,Just Graduated,Higher Studies,Statement of Purpose & Reference Letters,3 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Intensive,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0441,Building My Own Thing,Small Business,E-commerce Brand to $5k MRR,6 Months,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri;Sat,Intensive,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0442,Working,Higher Salary,Target FAANG / Tier 1 Tech Offer,3 Months,Intermediate (1-2 years relevant experience),Mon;Wed;Fri,Moderate,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0443,Building My Own Thing,Startup,Mobile App with 10k Downloads,1 Month,Beginner (No prior background),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Moderate,3,1,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0444,Building My Own Thing,Startup,B2B SaaS to First 10 Customers,1 Month,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri,Intensive,0,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0445,High School,University,SAT 1500+ / ACT 34+,1 Week,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri,Easy,3,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0446,Entrepreneur,Find Investors,Create Investor Pitch Deck & Data Room,6 Months,Beginner (No prior background),Mon;Wed;Fri,Moderate,2,2,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0447,Building My Own Thing,Startup,Mobile App with 10k Downloads,1 Month,Beginner (No prior background),Mon;Tue;Wed;Thu;Fri,Moderate,2,2,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0448,Changing Careers,Switch Industry,Data Science Career Pivot,1 Week,Beginner (No prior background),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Easy,2,1,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0449,Just Graduated,Freelance,Full-time Freelance Agency,6 Months,Intermediate (1-2 years relevant experience),Tue;Thu;Sat;Sun,Easy,1,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0450,Changing Careers,Switch Industry,Data Science Career Pivot,3 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Easy,2,2,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0451,Changing Careers,Learn New Skills,Machine Learning Fundamentals,3 Months,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Intensive,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0452,Working,Grow in My Career,Lead Cross-Functional Team,1 Week,Intermediate (1-2 years relevant experience),Mon;Wed;Fri,Moderate,1,1,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0453,Changing Careers,Switch Industry,Data Science Career Pivot,3 Months,Beginner (Basic theory / introductory coursework),Mon;Tue;Wed;Thu;Fri,Hard,3,3,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0454,Changing Careers,Learn New Skills,Machine Learning Fundamentals,1 Month,Intermediate (1-2 years relevant experience),Mon;Wed;Fri;Sat,Moderate,1,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0455,Just Graduated,Find a Job,Junior Product Manager,3 Months,Beginner (Basic theory / introductory coursework),Mon;Tue;Wed;Thu;Fri,Easy,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0456,Building My Own Thing,Small Business,E-commerce Brand to $5k MRR,1 Week,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri;Sat;Sun,Hard,2,1,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0457,Entrepreneur,Grow My Business,Hire First 3 Core Engineers,1 Month,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri,Moderate,3,2,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0458,Working,Grow in My Career,Executive Presence & Tech Lead,6 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Tue;Wed;Thu;Fri,Easy,1,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0459,High School,Learn a Skill,Mobile App Development,3 Months,Beginner (Basic theory / introductory coursework),Mon;Wed;Fri;Sat,Hard,2,1,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0460,Working,Better Work-Life Balance,Daily Routine Reset,6 Months,Intermediate (Built 1-2 small projects / self-taught),Sat;Sun,Hard,2,2,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0461,Entrepreneur,Find Investors,Create Investor Pitch Deck & Data Room,1 Month,"Advanced (3+ years experience, looking to level up)",Sat;Sun,Intensive,1,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0462,Working,Grow in My Career,Promotion to Senior Engineer,6 Months,Intermediate (1-2 years relevant experience),Mon;Wed;Fri,Moderate,2,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0463,Working,Grow in My Career,Executive Presence & Tech Lead,1 Month,Beginner (No prior background),Tue;Thu;Sat;Sun,Moderate,3,2,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0464,Changing Careers,Learn New Skills,Cloud & DevOps (AWS/Docker),1 Week,Intermediate (1-2 years relevant experience),Tue;Thu;Sat;Sun,Easy,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0465,Changing Careers,Switch Industry,Product Management Transition,3 Months,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri,Intensive,3,3,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0466,Building My Own Thing,Small Business,Local Service Agency Launch,6 Months,Beginner (No prior background),Mon;Wed;Fri;Sat,Easy,2,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0467,Building My Own Thing,Small Business,Local Service Agency Launch,3 Months,Intermediate (1-2 years relevant experience),Mon;Wed;Fri,Hard,3,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0468,Just Graduated,Freelance,Full-time Freelance Agency,3 Months,Beginner (No prior background),Mon;Wed;Fri;Sat,Moderate,0,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0469,Working,Grow in My Career,Promotion to Senior Engineer,6 Months,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri,Easy,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0470,University Student,Freelance,Build Client Portfolio,1 Month,Beginner (Basic theory / introductory coursework),Sat;Sun,Hard,1,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0471,University Student,Get a Job,Machine Learning Engineer,3 Months,Intermediate (Built 1-2 small projects / self-taught),Sat;Sun,Intensive,2,0,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0472,Building My Own Thing,Startup,AI Micro-SaaS Launch,6 Months,"Advanced (3+ years experience, looking to level up)",Mon;Tue;Wed;Thu;Fri;Sat;Sun,Intensive,2,2,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0473,Working,Higher Salary,Target FAANG / Tier 1 Tech Offer,6 Months,Intermediate (Built 1-2 small projects / self-taught),Tue;Thu;Sat;Sun,Moderate,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0474,University Student,Higher Studies,Research Fellowship Application,3 Months,Intermediate (1-2 years relevant experience),Mon;Wed;Fri,Easy,3,3,Quarterly Transformation Roadmap,12 Weeks,4,12
RIPPLE_0475,Changing Careers,Learn New Skills,Machine Learning Fundamentals,6 Months,"Advanced (3+ years experience, looking to level up)",Sat;Sun,Intensive,1,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0476,Just Graduated,Higher Studies,Graduate School Applications,6 Months,Beginner (Basic theory / introductory coursework),Tue;Thu;Sat;Sun,Hard,2,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0477,Just Graduated,Find a Job,Data Analyst,1 Week,Intermediate (1-2 years relevant experience),Tue;Thu;Sat;Sun,Intensive,3,1,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0478,Changing Careers,Switch Industry,Software Engineering Bootcamp to Job,1 Week,Intermediate (Built 1-2 small projects / self-taught),Mon;Wed;Fri;Sat,Hard,3,1,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0479,Working,Change Careers,Transition from QA to Dev,6 Months,Intermediate (Built 1-2 small projects / self-taught),Tue;Thu;Sat;Sun,Intensive,3,1,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0480,High School,Learn a Skill,Full-Stack Web Basics,6 Months,Beginner (Basic theory / introductory coursework),Tue;Thu;Sat;Sun,Moderate,3,3,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0481,Just Graduated,Higher Studies,Statement of Purpose & Reference Letters,1 Week,"Advanced (3+ years experience, looking to level up)",Sat;Sun,Moderate,3,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0482,Building My Own Thing,Startup,Mobile App with 10k Downloads,6 Months,Intermediate (Built 1-2 small projects / self-taught),Tue;Thu;Sat;Sun,Moderate,0,0,Comprehensive Mastery & Career Pivot,24 Weeks,4,12
RIPPLE_0483,Entrepreneur,Find Investors,Raise $250k Pre-Seed,1 Month,Intermediate (1-2 years relevant experience),Mon;Tue;Wed;Thu;Fri,Hard,1,0,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0484,Working,Change Careers,Transition from Non-Tech to Tech,1 Week,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri,Intensive,1,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0485,Just Graduated,Find a Job,QA Automation Engineer,1 Week,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri,Hard,0,0,Rapid Sprint & Habit Kickoff,7 Days,3,9
RIPPLE_0486,University Student,Build a Startup,Apply to YC / Student Incubator,1 Month,"Advanced (3+ years experience, looking to level up)",Mon;Wed;Fri;Sat,Easy,3,3,30-Day Milestone Accelerator,4 Weeks,4,12
RIPPLE_0487,Building My Own Thing,Small Business,Local Service Agency Launch,1 Month,Intermediate (Built 1-2 small projects / self-taught),Sat;Sun,Easy,3,1,30-Day Milestone Accelerator,4 Weeks,4,12
